cng_(Feet),DISTANCE_FROM_MOUTH,ELEVATION,ADJUSTED_ELEVATION,LONGITUDE,LATITUDE
26972,29822.14340,241.03,241.03,-82.059139,33.487097
26976,29818.14340,243.07,241.03,-82.059133,33.487107
26980,29814.14340,244.63,241.00,-82.059127,33.487117
26984,29810.14340,244.40,240.97,-82.059122,33.487127
26988,29806.14340,243.93,240.95,-82.059116,33.487137
26992,29802.14340,243.84,240.92,-82.059111,33.487147
26996,29798.14340,243.88,240.89,-82.059106,33.487157
27000,29794.14340,243.70,240.86,-82.0591,33.487167
27004,29790.14340,243.70,240.84,-82.059095,33.487177
27008,29786.14340,243.72,240.81,-82.05909,33.487187
27012,29782.14340,243.72,240.78,-82.059084,33.487197
27016,29778.14340,243.74,240.75,-82.059077,33.487207
27020,29774.14340,243.79,240.72,-82.059071,33.487216
27024,29770.14340,243.87,240.70,-82.059065,33.487226
27028,29766.14340,244.14,240.67,-82.059059,33.487236
27032,29762.14340,244.34,240.64,-82.059053,33.487246
27036,29758.14340,244.45,240.61,-82.059047,33.487256
27040,29754.14340,244.45,240.59,-82.059041,33.487265
27044,29750.14340,244.75,240.56,-82.059035,33.487275
27048,29746.14340,244.82,240.53,-82.059029,33.487285
27052,29742.14340,244.71,240.50,-82.059023,33.487295
27056,29738.14340,242.74,240.48,-82.059017,33.487304
27060,29734.14340,242.01,240.45,-82.059012,33.487314
27064,29730.14340,240.42,240.42,-82.059007,33.487324
27068,29726.14340,240.69,240.42,-82.059001,33.487335
27072,29722.14340,241.75,240.42,-82.058996,33.487345
27076,29718.14340,242.62,240.42,-82.058991,33.487355
27080,29714.14340,240.86,240.42,-82.058986,33.487365
27084,29710.14340,240.86,240.42,-82.05898,33.487375
27088,29706.14340,241.19,240.42,-82.058975,33.487385
27092,29702.14340,241.78,240.41,-82.05897,33.487395
27096,29698.14340,242.62,240.41,-82.058965,33.487405
27100,29694.14340,242.62,240.41,-82.05896,33.487415
27104,29690.14340,241.20,240.41,-82.058955,33.487426
27108,29686.14340,240.88,240.41,-82.05895,33.487436
27112,29682.14340,240.67,240.41,-82.058945,33.487446
27116,29678.14340,240.49,240.41,-82.05894,33.487456
27120,29674.14340,241.03,240.41,-82.058935,33.487466
27124,29670.14340,240.45,240.41,-82.05893,33.487476
27128,29666.14340,240.47,240.41,-82.058925,33.487487
27132,29662.14340,241.16,240.41,-82.05892,33.487497
27136,29658.14340,241.16,240.40,-82.058915,33.487507
27140,29654.14340,241.16,240.40,-82.05891,33.487517
27144,29650.14340,241.25,240.40,-82.058905,33.487527
27148,29646.14340,240.68,240.40,-82.058899,33.487537
27152,29642.14340,241.02,240.40,-82.058894,33.487547
27156,29638.14340,240.40,240.40,-82.058888,33.487557
27160,29634.14340,240.37,240.37,-82.058883,33.487567
27164,29630.14340,240.30,240.30,-82.058877,33.487577
27168,29626.14340,240.23,240.23,-82.058872,33.487587
27172,29622.14340,239.78,239.78,-82.058867,33.487597
27176,29618.14340,239.78,239.78,-82.058861,33.487607
27180,29614.14340,239.78,239.78,-82.058856,33.487617
27184,29610.14340,241.01,239.78,-82.05885,33.487627
27188,29606.14340,240.38,239.77,-82.058844,33.487637
27192,29602.14340,241.34,239.76,-82.058838,33.487646
27196,29598.14340,241.62,239.74,-82.058832,33.487656
27200,29594.14340,242.86,239.73,-82.058826,33.487666
27204,29590.14340,243.60,239.72,-82.05882,33.487676
27208,29586.14340,243.46,239.71,-82.058813,33.487685
27212,29582.14340,242.99,239.70,-82.058807,33.487695
27216,29578.14340,242.85,239.68,-82.058801,33.487705
27220,29574.14340,242.85,239.67,-82.058795,33.487715
27224,29570.14340,241.74,239.66,-82.058789,33.487725
27228,29566.14340,241.16,239.65,-82.058785,33.487735
27232,29562.14340,241.11,239.64,-82.058781,33.487745
27236,29558.14340,241.16,239.63,-82.058776,33.487756
27240,29554.14340,240.46,239.61,-82.058772,33.487766
27244,29550.14340,240.14,239.60,-82.058768,33.487776
27248,29546.14340,239.59,239.59,-82.058764,33.487787
27252,29542.14340,239.59,239.59,-82.05876,33.487797
27256,29538.14340,240.19,239.59,-82.058756,33.487808
27260,29534.14340,240.96,239.59,-82.058752,33.487818
27264,29530.14340,241.54,239.58,-82.058749,33.487829
27268,29526.14340,242.23,239.58,-82.058745,33.48784
27272,29522.14340,242.40,239.57,-82.058741,33.48785
27276,29518.14340,241.71,239.57,-82.058738,33.487861
27280,29514.14340,241.70,239.57,-82.058734,33.487871
27284,29510.14340,241.83,239.56,-82.05873,33.487882
27288,29506.14340,241.83,239.56,-82.058726,33.487892
27292,29502.14340,241.55,239.56,-82.058721,33.487902
27296,29498.14340,240.79,239.55,-82.058717,33.487913
27300,29494.14340,241.05,239.55,-82.058713,33.487923
27304,29490.14340,241.06,239.54,-82.058708,33.487933
27308,29486.14340,240.38,239.54,-82.058704,33.487944
27312,29482.14340,240.19,239.54,-82.058698,33.487954
27316,29478.14340,242.53,239.53,-82.058691,33.487963
27320,29474.14340,242.88,239.53,-82.058685,33.487973
27324,29470.14340,241.78,239.53,-82.058679,33.487982
27328,29466.14340,241.78,239.52,-82.058672,33.487992
27332,29462.14340,241.29,239.52,-82.058666,33.488002
27336,29458.14340,240.92,239.51,-82.05866,33.488011
27340,29454.14340,240.48,239.51,-82.058652,33.48802
27344,29450.14340,241.06,239.51,-82.058645,33.488029
27348,29446.14340,239.98,239.50,-82.058637,33.488038
27352,29442.14340,239.50,239.50,-82.058629,33.488047
27356,29438.14340,239.50,239.50,-82.058622,33.488056
27360,29434.14340,239.60,239.50,-82.058614,33.488065
27364,29430.14340,240.50,239.47,-82.058606,33.488074
27368,29426.14340,240.34,239.44,-82.058598,33.488082
27372,29422.14340,239.41,239.41,-82.05859,33.488091
27376,29418.14340,239.41,239.41,-82.058581,33.488099
27380,29414.14340,238.74,238.74,-82.058573,33.488108
27384,29410.14340,239.25,238.74,-82.058565,33.488117
27388,29406.14340,238.93,238.74,-82.058557,33.488125
27392,29402.14340,238.98,238.73,-82.058552,33.488136
27396,29398.14340,239.45,238.73,-82.058548,33.488146
27400,29394.14340,239.28,238.72,-82.058543,33.488156
27404,29390.14340,239.28,238.72,-82.058539,33.488167
27408,29386.14340,240.48,238.71,-82.058534,33.488177
27412,29382.14340,240.55,238.71,-82.05853,33.488187
27416,29378.14340,242.09,238.70,-82.058525,33.488198
27420,29374.14340,241.53,238.70,-82.058521,33.488208
27424,29370.14340,240.96,238.69,-82.058516,33.488218
27428,29366.14340,240.07,238.69,-82.058513,33.488229
27432,29362.14340,240.37,238.68,-82.05851,33.48824
27436,29358.14340,238.68,238.68,-82.058508,33.48825
27440,29354.14340,238.95,238.68,-82.058505,33.488261
27444,29350.14340,239.63,238.68,-82.058503,33.488272
27448,29346.14340,240.05,238.67,-82.0585,33.488282
27452,29342.14340,239.98,238.67,-82.05849,33.48829
27456,29338.14340,240.14,238.67,-82.058481,33.488298
27460,29334.14340,240.79,238.67,-82.058472,33.488306
27464,29330.14340,241.02,238.66,-82.058462,33.488314
27468,29326.14340,240.22,238.66,-82.058452,33.48832
27472,29322.14340,239.47,238.66,-82.058442,33.488327
27476,29318.14340,239.12,238.66,-82.058431,33.488334
27480,29314.14340,239.12,238.65,-82.058421,33.488341
27484,29310.14340,239.12,238.65,-82.058411,33.488347
27488,29306.14340,239.71,238.65,-82.058405,33.488357
27492,29302.14340,240.18,238.65,-82.058401,33.488367
27496,29298.14340,240.18,238.64,-82.058397,33.488378
27500,29294.14340,241.07,238.64,-82.058394,33.488388
27504,29290.14340,241.27,238.64,-82.05839,33.488399
27508,29286.14340,241.91,238.63,-82.058386,33.488409
27512,29282.14340,242.55,238.63,-82.058382,33.48842
27516,29278.14340,242.80,238.63,-82.058378,33.48843
27520,29274.14340,243.26,238.63,-82.058374,33.488441
27524,29270.14340,242.89,238.62,-82.058371,33.488451
27528,29266.14340,241.71,238.62,-82.058367,33.488462
27532,29262.14340,241.33,238.62,-82.058363,33.488472
27536,29258.14340,241.33,238.62,-82.058359,33.488483
27540,29254.14340,240.41,238.61,-82.058355,33.488493
27544,29250.14340,240.02,238.61,-82.058352,33.488504
27548,29246.14340,239.07,238.61,-82.058348,33.488515
27552,29242.14340,238.97,238.61,-82.058344,33.488525
27556,29238.14340,239.78,238.60,-82.05834,33.488536
27560,29234.14340,239.65,238.60,-82.058336,33.488546
27564,29230.14340,239.24,238.60,-82.058333,33.488557
27568,29226.14340,239.96,238.59,-82.058329,33.488567
27572,29222.14340,239.68,238.59,-82.058323,33.488577
27576,29218.14340,240.46,238.59,-82.058316,33.488586
27580,29214.14340,240.46,238.59,-82.058308,33.488595
27584,29210.14340,239.37,238.58,-82.058301,33.488604
27588,29206.14340,240.56,238.58,-82.058293,33.488613
27592,29202.14340,240.53,238.58,-82.058286,33.488622
27596,29198.14340,240.85,238.58,-82.058278,33.488631
27600,29194.14340,240.70,238.57,-82.058271,33.48864
27604,29190.14340,240.70,238.57,-82.058263,33.488649
27608,29186.14340,239.95,238.57,-82.058256,33.488658
27612,29182.14340,239.52,238.57,-82.058248,33.488667
27616,29178.14340,239.52,238.56,-82.05824,33.488676
27620,29174.14340,238.56,238.56,-82.058233,33.488685
27624,29170.14340,238.56,238.56,-82.058225,33.488694
27628,29166.14340,237.88,237.88,-82.058217,33.488703
27632,29162.14340,238.19,237.88,-82.05821,33.488712
27636,29158.14340,238.24,237.86,-82.058202,33.48872
27640,29154.14340,238.44,237.84,-82.058194,33.488729
27644,29150.14340,238.94,237.82,-82.058187,33.488738
27648,29146.14340,239.43,237.80,-82.058179,33.488747
27652,29142.14340,239.38,237.78,-82.058171,33.488756
27656,29138.14340,239.19,237.75,-82.058164,33.488765
27660,29134.14340,239.16,237.73,-82.058158,33.488775
27664,29130.14340,239.40,237.71,-82.058151,33.488785
27668,29126.14340,239.69,237.69,-82.058145,33.488794
27672,29122.14340,239.72,237.67,-82.058139,33.488804
27676,29118.14340,239.78,237.65,-82.058133,33.488814
27680,29114.14340,239.89,237.63,-82.058126,33.488823
27684,29110.14340,240.00,237.61,-82.058119,33.488832
27688,29106.14340,239.93,237.59,-82.058111,33.488841
27692,29102.14340,240.51,237.57,-82.058103,33.488849
27696,29098.14340,240.51,237.55,-82.058095,33.488858
27700,29094.14340,240.09,237.52,-82.058087,33.488867
27704,29090.14340,239.73,237.50,-82.058079,33.488876
27708,29086.14340,239.55,237.48,-82.058071,33.488884
27712,29082.14340,238.54,237.46,-82.058063,33.488893
27716,29078.14340,238.54,237.44,-82.058054,33.488902
27720,29074.14340,237.42,237.42,-82.058046,33.48891
27724,29070.14340,237.19,237.19,-82.058038,33.488919
27728,29066.14340,237.86,237.19,-82.05803,33.488928
27732,29062.14340,237.60,237.18,-82.058022,33.488936
27736,29058.14340,237.60,237.17,-82.058014,33.488945
27740,29054.14340,238.39,237.16,-82.058004,33.488952
27744,29050.14340,238.41,237.15,-82.057994,33.488959
27748,29046.14340,239.32,237.14,-82.057985,33.488967
27752,29042.14340,238.65,237.13,-82.057975,33.488974
27756,29038.14340,239.17,237.12,-82.057965,33.488982
27760,29034.14340,239.60,237.11,-82.057956,33.48899
27764,29030.14340,239.24,237.10,-82.05795,33.488999
27768,29026.14340,239.14,237.08,-82.057943,33.489008
27772,29022.14340,238.77,237.07,-82.057936,33.489018
27776,29018.14340,238.46,237.06,-82.057929,33.489027
27780,29014.14340,238.51,237.05,-82.057922,33.489036
27784,29010.14340,238.71,237.04,-82.057915,33.489046
27788,29006.14340,238.81,237.03,-82.057908,33.489055
27792,29002.14340,238.81,237.02,-82.057901,33.489064
27796,28998.14340,238.46,237.01,-82.057894,33.489074
27800,28994.14340,238.45,237.00,-82.057887,33.489083
27804,28990.14340,238.11,236.99,-82.05788,33.489092
27808,28986.14340,238.21,236.98,-82.057873,33.489102
27812,28982.14340,238.22,236.97,-82.057867,33.489111
27816,28978.14340,238.19,236.96,-82.05786,33.489121
27820,28974.14340,238.18,236.95,-82.057854,33.48913
27824,28970.14340,238.27,236.94,-82.057847,33.48914
27828,28966.14340,238.47,236.93,-82.057841,33.489149
27832,28962.14340,238.31,236.92,-82.057834,33.489159
27836,28958.14340,238.66,236.90,-82.057828,33.489168
27840,28954.14340,239.08,236.89,-82.057821,33.489178
27844,28950.14340,239.01,236.88,-82.057814,33.489188
27848,28946.14340,239.43,236.87,-82.057808,33.489197
27852,28942.14340,238.90,236.86,-82.057801,33.489207
27856,28938.14340,238.70,236.85,-82.057795,33.489216
27860,28934.14340,238.11,236.84,-82.057787,33.489225
27864,28930.14340,237.71,236.83,-82.057778,33.489233
27868,28926.14340,237.21,236.82,-82.057769,33.489241
27872,28922.14340,236.81,236.81,-82.05776,33.489249
27876,28918.14340,236.69,236.69,-82.057751,33.489257
27880,28914.14340,236.00,236.00,-82.057742,33.489265
27884,28910.14340,235.66,235.66,-82.057734,33.489273
27888,28906.14340,235.71,235.66,-82.057725,33.489281
27892,28902.14340,236.08,235.57,-82.057716,33.489289
27896,28898.14340,235.68,235.48,-82.057707,33.489297
27900,28894.14340,236.59,235.39,-82.0577,33.489307
27904,28890.14340,236.29,235.31,-82.057692,33.489316
27908,28886.14340,237.53,235.22,-82.057685,33.489325
27912,28882.14340,237.77,235.13,-82.057678,33.489334
27916,28878.14340,237.27,235.04,-82.057671,33.489343
27920,28874.14340,237.27,234.95,-82.057663,33.489352
27924,28870.14340,236.58,234.86,-82.057654,33.48936
27928,28866.14340,235.89,234.78,-82.057645,33.489368
27932,28862.14340,235.70,234.69,-82.057636,33.489376
27936,28858.14340,235.70,234.60,-82.057627,33.489384
27940,28854.14340,234.51,234.51,-82.057618,33.489392
27944,28850.14340,234.68,234.51,-82.057608,33.4894
27948,28846.14340,234.47,234.47,-82.057599,33.489408
27952,28842.14340,235.05,234.47,-82.05759,33.489416
27956,28838.14340,234.82,234.45,-82.057581,33.489424
27960,28834.14340,235.81,234.42,-82.057572,33.489431
27964,28830.14340,235.45,234.40,-82.057562,33.489439
27968,28826.14340,235.39,234.38,-82.057552,33.489446
27972,28822.14340,236.20,234.36,-82.057542,33.489453
27976,28818.14340,235.62,234.33,-82.057532,33.48946
27980,28814.14340,234.77,234.31,-82.057523,33.489468
27984,28810.14340,235.11,234.29,-82.057513,33.489475
27988,28806.14340,235.11,234.26,-82.057503,33.489482
27992,28802.14340,235.15,234.24,-82.057493,33.489489
27996,28798.14340,235.34,234.22,-82.057483,33.489496
28000,28794.14340,234.83,234.20,-82.057473,33.489504
28004,28790.14340,235.55,234.17,-82.057463,33.489511
28008,28786.14340,235.56,234.15,-82.057455,33.489519
28012,28782.14340,235.56,234.13,-82.057449,33.489529
28016,28778.14340,234.58,234.11,-82.057443,33.489539
28020,28774.14340,234.58,234.08,-82.057438,33.489549
28024,28770.14340,234.06,234.06,-82.057433,33.489559
28028,28766.14340,234.35,234.06,-82.057428,33.489569
28032,28762.14340,234.66,234.04,-82.057423,33.48958
28036,28758.14340,234.59,234.03,-82.057419,33.48959
28040,28754.14340,234.80,234.01,-82.057414,33.4896
28044,28750.14340,234.97,233.99,-82.057409,33.48961
28048,28746.14340,234.80,233.98,-82.057404,33.48962
28052,28742.14340,234.80,233.96,-82.0574,33.489631
28056,28738.14340,235.33,233.94,-82.057395,33.489641
28060,28734.14340,235.60,233.93,-82.05739,33.489651
28064,28730.14340,235.34,233.91,-82.057385,33.489661
28068,28726.14340,235.02,233.89,-82.05738,33.489672
28072,28722.14340,234.95,233.88,-82.057375,33.489682
28076,28718.14340,237.78,233.86,-82.05737,33.489692
28080,28714.14340,240.75,233.84,-82.057364,33.489702
28084,28710.14340,241.76,233.83,-82.057359,33.489712
28088,28706.14340,242.29,233.81,-82.057354,33.489722
28092,28702.14340,242.29,233.79,-82.057349,33.489732
28096,28698.14340,241.84,233.78,-82.057343,33.489742
28100,28694.14340,241.72,233.76,-82.057338,33.489752
28104,28690.14340,241.57,233.74,-82.057333,33.489762
28108,28686.14340,241.35,233.73,-82.057327,33.489772
28112,28682.14340,241.20,233.71,-82.057322,33.489782
28116,28678.14340,241.12,233.69,-82.057317,33.489792
28120,28674.14340,240.95,233.68,-82.057312,33.489802
28124,28670.14340,240.75,233.66,-82.057306,33.489812
28128,28666.14340,241.27,233.64,-82.057301,33.489823
28132,28662.14340,241.27,233.63,-82.057296,33.489833
28136,28658.14340,241.11,233.61,-82.05729,33.489843
28140,28654.14340,240.53,233.59,-82.057285,33.489853
28144,28650.14340,236.36,233.58,-82.05728,33.489863
28148,28646.14340,233.56,233.56,-82.057275,33.489873
28152,28642.14340,233.24,233.24,-82.057269,33.489883
28156,28638.14340,233.24,233.24,-82.057262,33.489891
28160,28634.14340,233.36,233.24,-82.057251,33.489898
28164,28630.14340,233.70,233.24,-82.057241,33.489905
28168,28626.14340,233.39,233.24,-82.057231,33.489912
28172,28622.14340,234.78,233.24,-82.05722,33.489919
28176,28618.14340,234.72,233.24,-82.05721,33.489925
28180,28614.14340,234.72,233.24,-82.0572,33.489932
28184,28610.14340,235.60,233.24,-82.057189,33.489939
28188,28606.14340,234.42,233.24,-82.057179,33.489946
28192,28602.14340,234.95,233.23,-82.057169,33.489953
28196,28598.14340,234.30,233.23,-82.057158,33.489959
28200,28594.14340,234.30,233.23,-82.05715,33.489967
28204,28590.14340,233.63,233.23,-82.057144,33.489977
28208,28586.14340,234.10,233.23,-82.057138,33.489987
28212,28582.14340,233.28,233.23,-82.057132,33.489997
28216,28578.14340,233.23,233.23,-82.057126,33.490007
28220,28574.14340,233.48,233.23,-82.057121,33.490016
28224,28570.14340,234.23,233.23,-82.057115,33.490026
28228,28566.14340,234.58,233.22,-82.057109,33.490036
28232,28562.14340,236.42,233.22,-82.057103,33.490046
28236,28558.14340,236.42,233.22,-82.057097,33.490056
28240,28554.14340,238.26,233.22,-82.057091,33.490065
28244,28550.14340,239.20,233.21,-82.057085,33.490075
28248,28546.14340,238.73,233.21,-82.057079,33.490085
28252,28542.14340,238.58,233.21,-82.057073,33.490095
28256,28538.14340,238.51,233.21,-82.057067,33.490105
28260,28534.14340,238.51,233.20,-82.057061,33.490114
28264,28530.14340,239.22,233.20,-82.057055,33.490124
28268,28526.14340,239.47,233.20,-82.057049,33.490134
28272,28522.14340,239.47,233.20,-82.057043,33.490144
28276,28518.14340,239.10,233.19,-82.057033,33.49015
28280,28514.14340,239.07,233.19,-82.057021,33.490152
28284,28510.14340,239.03,233.19,-82.057008,33.490155
28288,28506.14340,238.55,233.18,-82.056995,33.490157
28292,28502.14340,238.12,233.18,-82.056982,33.490159
28296,28498.14340,237.68,233.18,-82.056969,33.490162
28300,28494.14340,237.25,233.18,-82.056957,33.490164
28304,28490.14340,236.50,233.17,-82.056945,33.490169
28308,28486.14340,235.63,233.17,-82.056935,33.490176
28312,28482.14340,235.00,233.17,-82.056925,33.490183
28316,28478.14340,234.34,233.17,-82.056915,33.490191
28320,28474.14340,233.56,233.16,-82.056906,33.490198
28324,28470.14340,234.48,233.16,-82.056896,33.490205
28328,28466.14340,234.48,233.16,-82.056886,33.490212
28332,28462.14340,233.77,233.16,-82.056876,33.49022
28336,28458.14340,233.53,233.15,-82.056866,33.490227
28340,28454.14340,233.15,233.15,-82.056856,33.490234
28344,28450.14340,233.15,233.15,-82.056846,33.490241
28348,28446.14340,233.31,233.15,-82.056841,33.490251
28352,28442.14340,233.04,233.04,-82.056835,33.490261
28356,28438.14340,233.28,233.04,-82.056829,33.490271
28360,28434.14340,234.47,233.03,-82.056823,33.490281
28364,28430.14340,235.37,233.01,-82.056818,33.490291
28368,28426.14340,233.19,233.00,-82.056812,33.490301
28372,28422.14340,233.19,232.98,-82.056806,33.490311
28376,28418.14340,232.97,232.97,-82.056801,33.49032
28380,28414.14340,232.97,232.97,-82.056795,33.49033
28384,28410.14340,232.99,232.97,-82.056789,33.49034
28388,28406.14340,234.34,232.95,-82.056783,33.49035
28392,28402.14340,235.36,232.94,-82.056776,33.490359
